"skill_id","name","skill_level","skill_number","mpConsume","hpConsume","itemConsumeId","itemConsumeCount","reuseDelay","buffDuration","target","target_to","damage_value","damage_dice","damage_dice_count","probability_value","probability_dice","limit","attr","type","lawful","ranged","area","through","id","nameid","action_id","action_id2","action_id3","castgfx","castgfx2","castgfx3","sysmsgID_happen","sysmsgID_stop","sysmsgID_fail"
"90005","[Valakas] Left-hand Right-hand Combo","0","0","0","0","0","0","0","0","attack","3","120","30","15","0","0","0","0","64","0","3","5","0","0","","0","0","0","0","0","0","0","0","0"
"90006","[Valakas] Base Collection Hands","0","0","0","0","0","0","0","0","attack","3","150","30","15","0","0","0","0","64","0","3","7","0","0","","0","0","0","0","0","0","0","0","0"
"90007","[Valakas] Fish","0","0","0","0","0","0","0","0","attack","3","100","30","15","0","0","0","0","64","0","2","3","0","0","","0","0","0","0","0","0","0","0","0"
"90008","[Valakas] Large Breath","0","0","0","0","0","0","0","0","attack","3","200","30","20","0","0","0","0","64","0","3","3","0","0","","0","0","0","0","0","0","0","0","0"
"90009","Valakas Raid (Breath)","0","0","50","0","0","0","0","0","attack","3","500","10","5","0","0","0","0","64","0","8","10","0","0","","3","0","0","15855","0","0","0","0","0"
"90010","Valaka Slade (lava eruption)","0","0","100","0","0","0","0","0","attack","3","1500","1450","3","1400","10","0","0","64","0","2","12","0","0","","19","0","0","15501","15503","0","0","0","0"
"90011","Valakas Raid All-Area Meteor","0","0","200","0","0","0","1000","0","attack","6","500","15","10","0","0","0","0","64","0","3","15","0","0","","0","0","0","15930","0","0","0","0","0"
"90012","Valaka Slade Circular Range","0","0","200","0","0","0","1000","0","attack","3","400","10","5","0","0","0","0","64","0","3","10","0","0","","0","0","0","15507","15509","0","0","0","0"
"90013","Valakas Raid Damage Amplification","0","0","0","0","0","0","0","0","none","0","0","0","0","0","0","0","0","64","0","12","12","0","0","","0","0","0","15959","15961","0","0","0","0"
"120384","Gunterbach","0","0","0","0","0","0","0","1800","buff","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","7683","0","0","0","0","0"
"707025","Ancient Guardian (Poison)","0","0","0","0","0","0","0","0","none","3","250","10","20","0","0","0","0","64","0","0","15","0","0","","18","0","0","7614","0","0","0","0","0"
"707026","Ancient Guardian (Fire Glow)","0","0","0","0","0","0","0","0","none","3","250","10","20","0","0","0","0","64","0","0","15","0","0","","18","0","0","9291","0","0","0","0","0"
"707027","Drake King - [Firestorm]","9","5","48","0","0","0","400","0","none","3","100","13","8","0","0","0","2","64","0","4","4","0","32","$1,975 ","19","0","0","1819","0","0","0","0","0"
"707028","Drake King - [Wide Area Cancel]","0","0","50","80","0","0","0","0","none","3","0","0","0","0","0","0","1","64","0","15","3","0","0","","19","0","0","2510","0","0","0","0","0"
"707029","[Drake King] - Long-Range Flame","0","0","5","0","0","0","0","0","attack","3","20","2","10","0","0","0","2","64","0","8","3","0","0","0","18","0","0","1794","0","0","0","0","0"
